Country,Country Code,Series,Series Code,1960 [1960],1961 [1961],1962 [1962],1963 [1963],1964 [1964],1965 [1965],1966 [1966],1967 [1967],1968 [1968],1969 [1969],1970 [1970],1971 [1971],1972 [1972],1973 [1973],1974 [1974],1975 [1975],1976 [1976],1977 [1977],1978 [1978],1979 [1979],1980 [1980],1981 [1981],1982 [1982],1983 [1983],1984 [1984],1985 [1985],1986 [1986],1987 [1987],1988 [1988],1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014]
World,WLD,"Cotton, A Index, $/kg, nominal$",COTTON_A_INDX,0.654541667,0.672183333,0.649325,0.645591667,0.650358333,0.637925,0.6228,0.676533333,0.684516667,0.626991667,0.676283333,0.7832,0.826991667,1.390575,1.458741667,1.222875,1.747508333,1.628541667,1.606666667,1.70735,2.061841667,1.871058333,1.597266667,1.853891667,1.78485,1.318283333,1.056275,1.648433333,1.3994,1.674225,1.819141667,1.677408333,1.2783,1.280266667,1.762775,2.1279,1.773333333,1.747583333,1.444716667,1.171075,1.30215,1.058075,1.019225,1.399111408,1.365721199,1.216967048,1.26655419,1.395157023,1.573906213,1.382021163,2.283380479,3.328506187,1.967116454,1.99269631,1.831965733
