StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      103,      00,   196509,   5.98,   67.7,   1.54,   1.54,   3.69,   1.54,    111,     61,   1.87,   1.63,   1.45,    .46,    .65,     .1,   -.62,   57.1,   78.2,
      103,      00,   196510,   2.15,     54,    .03,   1.41,    .09,   1.38,      7,    373,   -.55,     .9,    .95,   -.04,    .27,    .36,   -.42,   41.7,   66.4,
      103,      00,   196511,   1.55,   45.9,   -.52,    .75,  -1.55,    -.2,      0,    625,  -1.32,  -1.41,    .05,   -.02,   -.17,    .04,   -.54,   34.8,     57,
      103,      00,   196512,    1.8,   38.7,  -1.01,  -1.01,  -1.63,  -1.01,      0,    857,  -1.18,  -1.72,  -1.65,   -.28,   -.52,   -.24,   -.48,   29.5,   47.9,
      103,      00,   196601,   2.81,   24.7,    .03,   -.88,    .08,    -.7,      0,   1308,    .03,   -.81,  -1.36,   -.33,   -.72,   -.41,   -.35,   15.8,   33.6,
      103,      00,   196602,   3.11,   31.9,    .28,    .28,    .76,    .28,      0,    970,    .54,    .24,   -.52,   -.35,   -.31,    -.4,   -.24,   22.8,     41,
      103,      00,   196603,   1.63,   44.1,  -1.16,  -1.16,  -3.47,  -1.16,      3,    703,  -1.89,  -1.06,   -.91,  -1.89,   -.71,   -.87,   -.89,   32.1,     56,
      103,      00,   196604,      5,   50.9,    .69,    .69,   2.08,    .69,      1,    470,     .9,   -.53,    -.2,  -1.23,   -.46,    -.8,   -.97,   40.6,   61.2,
      103,      00,   196605,   3.78,   59.9,   -.03,   -.03,   -.09,    .59,     35,    252,   -.33,    .31,   -.63,   -.86,   -.67,   -.58,   -.81,   47.3,   72.4,
      103,      00,   196606,   2.35,   70.7,   -.76,   -.76,   -2.2,   -.76,    180,     20,  -1.68,  -1.19,   -.53,   -.95,  -1.61,   -.87,   -.99,   57.5,   83.8,
      103,      00,   196607,   3.48,   77.7,  -1.18,  -1.18,   -1.5,  -1.18,    366,      0,   -.53,  -1.42,   -1.2,  -1.06,  -1.52,   -.99,  -1.03,   65.5,     90,
      103,      00,   196608,   3.91,   71.5,    .16,   -.91,    .47,   -.52,    198,     18,    .35,   -.21,  -1.15,  -1.19,  -1.26,  -1.06,   -.99,   60.1,   82.9,
      103,      00,   196609,   3.65,     64,    .37,   -.58,     .7,    .32,     60,    111,    .24,    .35,   -.02,   -.51,   -.92,  -1.56,   -.97,   52.8,   75.2,
      103,      00,   196610,   2.14,   52.2,   -.24,   -.76,   -.73,   -.27,      3,    422,   -.56,   -.33,   -.16,  -1.05,  -1.07,  -1.58,   -.89,   39.2,   65.3,
      103,      00,   196611,   3.47,   44.7,   -.34,   -.81,   -.38,   -.44,      0,    647,    .32,   -.21,   -.13,    -.8,  -1.01,  -1.16,   -.76,   34.4,   55.1,
      103,      00,   196612,   3.74,   32.9,    .31,    .31,    .94,    .31,      0,   1044,    .57,    .55,    .07,   -.06,   -.36,   -.74,   -.73,   24.5,   41.2,
      103,      00,   196701,   1.71,   33.5,   -.46,   -.46,  -1.39,   -.46,      0,   1026,  -1.01,   -.29,   -.12,   -.24,   -.89,   -.92,   -.94,   23.6,   43.4,
      103,      00,   196702,   1.94,   29.1,   -.74,   -.74,   -.98,   -.74,      0,   1073,   -.67,  -1.35,   -.71,   -.57,  -1.01,  -1.16,  -1.09,   18.5,   39.7,
      103,      00,   196703,   3.72,   45.6,   -.86,   -.86,   -.59,   -.86,      6,    694,    .01,   -.43,  -1.02,   -.68,   -.57,   -.77,  -1.06,   34.5,   56.6,
      103,      00,   196704,   3.99,   56.2,   -.88,   -.88,   -.31,   -.88,     11,    337,    .17,    .06,   -.24,   -.37,    -.4,   -.97,   -1.1,   44.4,     68,
      103,      00,   196705,   5.57,   59.2,    .76,    .76,   2.28,    .76,     31,    261,    .88,    .67,    .48,    -.1,   -.16,   -.61,   -.77,   47.8,   70.5,
      103,      00,   196706,   4.03,   71.6,    .66,    .66,   -.08,    .66,    206,     14,   -.16,    .47,    .42,   -.32,    -.3,    -.3,   -.77,   60.5,   82.7,
      103,      00,   196707,   4.87,   71.8,   1.31,   1.31,   2.15,   1.31,    203,     11,     .8,    .31,    .69,    .27,    .06,   -.04,   -.71,   60.9,   82.7,
      103,      00,   196708,   2.71,   69.4,   1.11,   1.11,   -.18,    .92,    146,     35,  -1.01,   -.06,   -.23,    .18,   -.24,   -.27,   -.87,   57.9,   80.9,
      103,      00,   196709,   2.88,     63,   1.05,   1.05,    .17,    .87,     48,    128,   -.43,   -.95,   -.33,    .07,   -.49,   -.43,   -1.3,   50.5,   75.4,
      103,      00,   196710,   4.21,   54.5,   1.73,   1.73,   2.35,   1.73,      7,    364,    .98,    .36,   -.12,     .4,    .16,    .02,  -1.12,   42.6,   66.5,
      103,      00,   196711,   2.86,   39.6,   1.91,   1.91,   1.09,   1.91,      0,    802,   -.16,    .58,    .16,   -.06,    .27,   -.11,   -.86,   30.3,   48.9,
      103,      00,   196712,   4.85,   35.4,   2.65,   2.65,    2.8,   2.65,      0,    960,   1.43,     .8,   1.14,    .56,    .67,    .18,   -.42,   26.8,   44.1,
      103,      00,   196801,   2.28,   26.8,    -.2,   2.18,    -.6,   1.86,      0,   1237,   -.41,     .6,    .32,     .1,    .46,    .27,   -.46,   17.7,   35.9,
      103,      00,   196802,   1.06,   27.3,   -.94,   1.19,  -2.29,   -.14,      0,   1099,  -2.05,  -1.63,   -.27,   -.12,   -.23,    .07,   -.77,     17,   37.7,
      103,      00,   196803,   3.66,   43.8,   -.99,    .93,   -.43,   -.55,      2,    696,   -.04,  -1.08,  -1.24,    .04,   -.17,    .04,   -.49,   31.8,   55.8,
      103,      00,   196804,   3.83,   54.1,   -.94,    .78,   -.15,   -.69,      4,    362,    .04,   -.05,   -.81,   -.38,   -.38,    .01,   -.64,     42,   66.3,
      103,      00,   196805,   5.99,   60.1,    .88,   1.58,   2.65,   1.05,     39,    228,   1.14,    .79,    .56,     .2,    .24,     .1,   -.37,   49.1,   71.1,
      103,      00,   196806,    3.3,   71.9,   -.38,   1.04,  -1.13,    .11,    202,     18,   -.79,    .32,    .24,   -.55,     .1,   -.07,   -.25,   60.2,   83.7,
      103,      00,   196807,   3.87,   74.6,   -.37,    .91,   -.09,   -.04,    276,      4,   -.13,   -.67,    .15,   -.41,   -.25,   -.28,   -.23,   63.2,     86,
      103,      00,   196808,   3.46,   74.5,   -.48,    .66,   -.47,   -.39,    278,      6,   -.13,   -.26,   -.72,   -.07,   -.23,   -.12,   -.25,   63.7,   85.3,
      103,      00,   196809,   3.28,   65.8,   -.45,    .57,   -.06,   -.44,     86,     77,   -.07,   -.15,   -.25,   -.03,   -.67,   -.03,   -.27,   53.7,   77.9,
      103,      00,   196810,   2.21,   55.3,   -.78,   -.78,  -1.11,   -.78,     10,    336,    -.5,    -.5,   -.52,   -.27,   -.67,   -.46,   -.28,   43.1,   67.5,
      103,      00,   196811,    4.3,   42.9,    .21,    .21,    .64,   -.48,      0,    688,    .91,    .28,    .09,    -.4,    .04,   -.14,   -.11,   34.4,   51.4,
      103,      00,   196812,   3.37,   31.2,    .48,    .48,    .85,    .48,      0,   1084,    .27,    .78,    .29,   -.03,    .12,    -.4,   -.18,   22.6,   39.9,
      103,      00,   196901,   4.01,   27.7,    .97,    .97,   1.63,    .97,      0,   1218,    .81,    .72,    .99,    .34,    .35,   -.05,    .17,   19.2,   36.2,
      103,      00,   196902,   1.79,     33,   -.41,   -.41,  -1.24,    .46,      0,    940,   -.86,    .17,    .24,    .13,   -.27,    .08,    .13,   25.1,   40.9,
      103,      00,   196903,   2.07,   36.2,     -1,     -1,  -1.89,     -1,      0,    925,  -1.43,  -1.75,   -.74,   -.34,   -.43,   -.26,   -.15,     25,   47.4,
      103,      00,   196904,   4.48,   54.6,   -.67,   -.67,    .69,   -.67,      5,    364,    .54,   -.58,   -.94,    .09,   -.22,   -.13,   -.11,   42.4,   66.8,
      103,      00,   196905,   3.08,   63.3,  -1.13,  -1.13,  -1.58,  -1.13,     70,    159,   -.87,   -.29,   -.95,   -.66,   -.48,    -.7,   -.42,   50.9,   75.7,
      103,      00,   196906,   5.29,   70.2,    .61,    .61,   1.83,    .61,    152,     42,    .87,   -.13,    .14,   -.38,   -.23,   -.33,   -.27,   58.6,   81.7,
      103,      00,   196907,    5.3,   76.8,    1.2,    1.2,   1.96,    1.2,    328,      2,   1.17,   1.28,    .36,   -.32,    .21,   -.06,   -.24,   66.2,   87.4,
      103,      00,   196908,      3,     73,   1.01,   1.01,   -.21,    .78,    240,      9,   -.66,    .49,    .82,   -.34,   -.21,   -.13,   -.16,   60.9,   85.1,
      103,      00,   196909,   3.41,   65.9,   1.06,   1.06,    .48,   1.04,     83,     82,    .04,   -.37,    .32,    .23,   -.24,    -.1,   -.05,   54.4,   77.3,
      103,      00,   196910,   3.87,   54.4,    1.6,    1.6,   1.95,    1.6,      7,    369,    .76,    .46,    .11,     .3,   -.26,    .27,    -.1,   42.5,   66.2,
      103,      00,   196911,   2.41,   40.5,   1.56,   1.56,    .35,   1.56,      0,    771,   -.54,    .16,    .05,    .47,   -.19,   -.14,   -.13,   30.2,   50.8,
      103,      00,   196912,   3.58,     30,   1.84,   1.84,   1.33,   1.84,      0,   1126,    .44,    -.1,    .29,    .31,    .31,   -.04,   -.34,   22.7,   37.4,
      103,      00,   197001,   1.05,   22.4,   -.73,    .92,  -2.19,    -.2,      0,   1384,  -2.12,    -.8,   -.95,    -.6,   -.29,   -.65,   -.49,   12.9,     32,
      103,      00,   197002,   1.96,   31.3,   -.97,   -.97,   -.95,   -.97,      0,   1001,   -.65,  -1.97,  -1.18,   -.69,    -.2,   -.64,   -.38,   20.9,   41.7,
      103,      00,   197003,   3.19,   38.9,  -1.04,  -1.04,   -.51,  -1.04,      0,    862,   -.41,   -.77,  -1.75,   -.89,   -.57,   -.43,   -.46,   29.6,   48.1,
      103,      00,   197004,   6.09,   54.9,    .98,    .98,   2.93,    .98,      6,    355,   1.57,    .83,    .46,   -.46,   -.32,   -.11,   -.18,     43,   66.9,
      103,      00,   197005,   4.03,   65.6,     .6,     .6,   -.82,     .6,    102,    116,   -.15,    .92,     .5,   -.33,   -.25,    .09,   -.43,   53.1,   78.1,
      103,      00,   197006,   5.07,   70.5,   1.06,   1.06,   1.55,   1.06,    172,     23,     .7,    .22,   1.03,    -.2,   -.08,    .02,   -.21,   59.7,   81.4,
      103,      00,   197007,    3.1,   74.5,    .64,    .64,   -.93,   -.13,    284,      1,   -.94,    -.1,   -.23,    .08,   -.52,   -.42,   -.33,   62.8,   86.2,
      103,      00,   197008,   3.93,   74.1,    .78,    .78,    .63,    .39,    262,      8,    .37,    -.5,    .02,    .35,   -.31,   -.24,   -.24,   62.9,   85.2,
      103,      00,   197009,   5.73,     70,   1.72,   1.72,   3.07,   1.72,    154,     42,   1.71,   1.47,    .83,   1.32,    .21,    .28,    .15,   58.6,   81.4,
      103,      00,   197010,   4.15,     56,   2.41,   2.41,   2.58,   2.41,     13,    308,    .94,    1.8,   1.71,    .99,   1.05,    .34,    .47,   45.3,   66.6,
      103,      00,   197011,   2.17,   42.2,   2.25,   2.25,    .29,   2.25,      0,    710,   -.74,    .18,   1.02,    .76,     .9,    .29,    .16,   33.2,   51.3,
      103,      00,   197012,   2.75,   36.3,   2.04,   2.04,    .07,   2.01,      0,    950,   -.28,   -.71,   -.05,    .39,    .92,    .15,    .06,   26.9,   45.6,
      103,      00,   197101,   2.41,   26.5,   1.69,   1.69,   -.43,   1.39,      0,   1265,   -.29,   -.46,   -.82,    .49,    .24,    .41,   -.17,   17.3,   35.7,
      103,      00,   197102,   3.75,   31.8,   2.09,   2.09,   1.71,   2.09,      0,    974,   1.07,    .38,    .11,    .77,    .61,    .78,     .1,   22.2,   41.4,
      103,      00,   197103,   1.96,   38.9,   -.78,    1.1,  -2.33,   -.03,      0,    866,  -1.54,    -.4,    -.6,   -.52,   -.03,    .49,    .03,   28.4,   49.4,
      103,      00,   197104,   1.84,   52.5,   -1.6,   -1.6,  -2.71,   -1.6,      3,    432,  -2.18,  -2.54,  -1.43,  -1.57,   -.29,   -.39,   -.34,   38.4,   66.6,
      103,      00,   197105,   4.36,   59.5,   -1.2,   -1.2,    .71,   -.76,     33,    232,    .09,  -1.04,  -1.58,  -1.17,   -.36,   -.31,   -.18,   47.1,     72,
      103,      00,   197106,   3.52,   74.6,  -1.52,  -1.52,  -1.34,  -1.52,    274,      6,    -.6,   -.37,   -1.1,  -1.19,  -1.05,   -.62,   -.41,   62.9,   86.3,
      103,      00,   197107,   5.04,   72.7,   -.71,   -.71,   1.96,     .4,    224,      9,    .95,    .12,    .06,   -.75,  -1.08,   -.26,   -.46,   61.7,   83.8,
      103,      00,   197108,   2.81,   71.7,   -.86,   -.86,   -.68,    -.1,    200,     18,   -.89,    .15,   -.35,  -1.35,  -1.13,   -.48,   -.46,   59.9,   83.5,
      103,      00,   197109,   3.96,   69.4,   -.62,   -.62,    .46,    .38,    148,     36,    .48,   -.13,    .37,    -.7,   -.94,   -.86,   -.37,   58.8,   80.1,
      103,      00,   197110,   2.08,   61.7,  -1.21,  -1.21,  -1.95,  -1.01,     50,    174,   -.61,    -.2,   -.57,   -.37,     -1,  -1.29,   -.67,   50.1,   73.3,
      103,      00,   197111,   1.97,   43.5,  -1.84,  -1.84,  -2.28,  -1.84,      0,    681,   -.93,  -1.17,   -.66,    -.7,  -1.45,   -1.3,   -.69,   33.2,   53.9,
      103,      00,   197112,   4.61,   40.3,    .21,  -1.44,    .62,  -1.07,      1,    822,   1.25,    .22,   -.23,   -.03,   -.66,    -.9,   -.56,   31.8,   48.7,
      103,      00,   197201,   2.85,   30.2,    .23,  -1.25,    .14,   -.75,      0,   1152,    .06,    .76,    .09,   -.33,   -.25,   -.76,   -.25,   20.2,   40.3,
      103,      00,   197202,   2.49,   31.5,   -.05,  -1.18,   -.16,    -.7,      0,   1008,   -.05,    -.1,    .61,   -.18,   -.33,  -1.03,   -.19,   21.3,   41.7,
      103,      00,   197203,   3.27,   41.9,    -.3,  -1.31,   -.75,  -1.09,      1,    798,   -.35,   -.37,   -.35,    -.5,   -.25,   -.79,   -.22,   30.8,     53,
      103,      00,   197204,   5.56,   52.9,    .84,    .84,   2.53,    .84,      4,    435,   1.25,    .62,     .5,    .32,   -.05,   -.05,    -.3,   41.2,   64.6,
      103,      00,   197205,   3.47,   63.4,    .39,    .39,  -1.11,    .39,     75,    147,   -.57,    .43,    .12,    .37,   -.09,   -.22,   -.37,   51.2,   75.6,
      103,      00,   197206,   3.39,   68.5,    .21,    .21,    -.4,   -.47,    121,     56,   -.71,   -.85,   -.03,    -.3,   -.44,   -.27,   -.59,   56.2,   80.9,
      103,      00,   197207,   4.65,     74,    .64,    .64,   1.34,    .64,    261,      4,    .61,   -.17,   -.49,   -.09,   -.12,   -.36,   -.42,   63.3,   84.6,
      103,      00,   197208,    3.5,   73.1,    .64,    .64,    .22,    .64,    235,     12,   -.09,    .37,   -.26,   -.15,    .14,   -.21,   -.45,   62.1,     84,
      103,      00,   197209,   5.02,   68.7,   1.33,   1.33,   2.26,   1.33,    126,     56,   1.25,    .89,   1.02,    .55,    .22,    .02,   -.53,   58.2,   79.1,
      103,      00,   197210,   3.24,   52.6,   1.73,   1.73,   1.62,   1.73,      4,    427,    .33,    .97,    .79,    .08,    .34,    .28,   -.72,   42.6,   62.6,
      103,      00,   197211,   5.24,   40.2,    2.9,    2.9,   4.04,    2.9,      0,    771,   1.54,   1.26,   1.61,   1.05,    .87,   1.01,    -.2,   33.5,     47,
      103,      00,   197212,    4.6,     33,   3.47,   3.47,    2.6,   3.47,      0,   1038,   1.25,   1.78,    1.6,   1.88,   1.33,   1.02,    .08,   25.5,   40.5,
      103,      00,   197301,    2.6,     31,   3.05,   3.05,   -.19,   2.92,      0,   1084,   -.13,    .63,   1.28,   1.39,    .81,    .91,     .1,   22.2,   39.7,
      103,      00,   197302,   1.98,   32.7,   2.42,   2.42,   -.94,   1.86,      0,    946,   -.62,   -.61,    .24,   1.33,    .93,    .81,   -.17,   23.4,   42.1,
      103,      00,   197303,    6.8,   49.6,   3.29,   3.29,   3.36,   3.29,     12,    535,   2.02,   1.31,    .89,   1.84,   1.96,   1.62,    .47,     40,   59.2,
      103,      00,   197304,    5.8,   51.7,   3.98,   3.98,   3.08,   3.98,      1,    431,    1.4,   2.19,   1.65,    2.2,    2.2,   1.69,   1.03,   42.3,     61,
      103,      00,   197305,   5.53,   59.6,   4.29,   4.29,   2.16,   4.29,     33,    235,    .86,   1.43,   2.17,    1.9,   2.48,    2.1,   1.19,   48.6,   70.7,
      103,      00,   197306,   5.04,   72.7,   4.21,   4.21,    1.1,   4.21,    225,     11,    .67,    .95,   1.47,   1.59,   2.52,   2.63,    1.5,   61.6,   83.8,
      103,      00,   197307,   4.86,   75.5,   4.29,   4.29,   1.53,   4.29,    305,      1,    .79,    .89,    1.1,   1.98,   2.72,   2.86,   1.55,   64.7,   86.2,
      103,      00,   197308,   2.57,   74.1,   3.46,   3.46,  -1.17,   2.95,    270,      6,  -1.19,   -.18,    .22,   2.41,   1.89,   2.56,   1.48,   63.1,   85.2,
      103,      00,   197309,   3.66,   68.9,   3.15,   3.15,    .15,   2.65,    135,     47,    .24,   -.49,    .01,   1.16,   1.45,   2.22,   1.42,   58.4,   79.4,
      103,      00,   197310,   3.69,   59.4,   3.04,   3.04,    .64,   2.73,     30,    230,    .64,     .5,   -.06,    .76,   1.81,   2.29,    1.8,   47.6,   71.3,
      103,      00,   197311,   5.22,     46,   3.55,   3.55,   2.46,   3.55,      0,    614,   1.52,   1.46,   1.24,   1.05,   2.31,   2.19,    2.1,   36.4,   55.7,
      103,      00,   197312,   3.97,   32.8,   3.78,   3.78,   1.81,   3.78,      0,   1042,    .76,   1.49,   1.52,   1.08,   1.74,   1.95,   2.21,   24.5,   41.1,
      103,      00,   197401,   4.66,   33.1,   4.21,   4.21,   2.44,   4.21,      2,   1052,   1.16,   1.28,    1.8,   1.26,   1.71,   2.32,   2.29,   25.2,     41,
      103,      00,   197402,    2.4,   34.5,   3.64,   3.64,   -.41,   3.42,      0,    925,   -.14,    .85,   1.09,   1.64,   1.48,   2.58,   2.36,   24.3,   44.7,
      103,      00,   197403,   4.06,   46.3,    3.2,    3.2,   -.19,   2.85,      6,    661,    .26,    .06,    .78,   1.69,   1.28,   1.97,   2.59,   35.6,     57,
      103,      00,   197404,   3.74,   54.7,   2.74,   2.74,   -.39,   2.19,      5,    350,   -.04,    .11,    .02,   1.33,   1.04,   1.47,   2.28,   42.5,     67,
      103,      00,   197405,   6.24,   62.7,   3.29,   3.29,    2.5,   3.29,     61,    186,   1.29,    .86,    .76,   1.22,    1.7,   1.58,    2.8,   52.1,   73.4,
      103,      00,   197406,    4.9,   67.5,   3.57,   3.57,   1.86,   3.57,    110,     51,    .56,   1.24,    .91,    1.1,   1.92,   1.58,   3.09,   56.7,   78.3,
      103,      00,   197407,    2.1,   75.9,   2.31,   2.31,  -2.69,   1.18,    312,      1,  -2.16,   -.76,    .19,    .08,   1.13,    .93,   3.08,   63.6,   88.1,
      103,      00,   197408,    5.6,   72.4,   3.17,   3.17,    3.3,   3.17,    220,     13,   1.92,    .03,    .29,    .77,   1.22,   1.73,   3.09,   61.8,     83,
      103,      00,   197409,   3.99,   61.9,   3.51,   3.51,   1.99,   3.51,     38,    147,    .51,   1.44,    .31,    .87,   1.14,   1.86,   2.65,   51.2,   72.5,
      103,      00,   197410,   1.93,   53.8,   3.07,   3.07,   -.22,   2.93,      6,    383,   -.75,   -.26,    .68,    .56,    .43,    1.4,   2.61,   40.8,   66.8,
      103,      00,   197411,   3.64,   43.8,   3.13,   3.13,   1.11,   3.13,      0,    667,    .44,   -.24,      0,    .12,    .59,    .99,   2.09,   34.3,   53.2,
      103,      00,   197412,   3.14,     34,   3.04,   3.04,     .7,   3.04,      0,    999,    .07,    .33,   -.21,   -.06,    .51,    .83,   2.07,   26.6,   41.4,
      103,      00,   197501,   3.86,   33.6,   3.19,   3.19,   1.39,   3.19,      0,   1025,    .72,    .53,    .58,    .78,    .73,    .62,   2.08,   24.6,   42.6,
      103,      00,   197502,   3.85,   33.5,   3.46,   3.46,    1.8,   3.46,      0,    929,   1.14,   1.16,   1.01,    .59,     .6,    .93,   2.45,   25.5,   41.6,
      103,      00,   197503,   6.21,   38.6,   4.44,   4.44,      4,   4.44,      0,    866,   1.68,    1.9,   1.83,   1.25,   1.08,   1.42,   2.43,     29,   48.2,
      103,      00,   197504,   3.89,   50.3,   4.18,   4.18,    .59,   4.18,      1,    515,    .09,   1.19,   1.45,   1.49,   1.56,   1.46,   2.09,   38.7,   61.8,
      103,      00,   197505,   4.12,   65.9,   3.49,   3.49,   -.76,   3.14,    110,    109,   -.08,   -.06,    .83,   1.22,    .97,    .94,   1.77,   54.3,   77.5,
      103,      00,   197506,   4.09,   71.9,   3.12,   3.12,   -.05,   2.69,    203,     16,   -.11,   -.21,   -.15,    1.1,    .77,    .76,   1.66,   61.1,   82.7,
      103,      00,   197507,    2.9,   74.5,   2.36,   2.36,   -1.3,    1.4,    274,      3,  -1.17,   -.77,   -.64,    .54,    .71,    .93,   1.37,   62.7,   86.3,
      103,      00,   197508,    4.9,   75.4,   2.65,   2.65,   1.59,   2.24,    303,      4,   1.31,    .11,   -.08,    .58,   1.01,    .82,   1.77,   64.9,   85.9,
      103,      00,   197509,   4.58,   62.8,   3.21,   3.21,    2.5,   3.21,     45,    141,    .94,   1.38,    .65,     .2,   1.33,      1,   1.87,   52.4,   73.3,
      103,      00,   197510,   2.95,   56.8,   3.07,   3.07,    .58,   3.07,     15,    301,    .11,    .59,   1.09,    .17,   1.12,   1.23,   1.89,   44.4,   69.3,
      103,      00,   197511,   2.97,     47,   2.78,   2.78,    .07,   2.75,      0,    555,   -.07,   -.04,    .39,    .19,    .69,   1.04,   1.41,   36.5,   57.5,
      103,      00,   197512,   3.25,   34.9,   2.76,   2.76,    .79,   2.76,      0,    976,    .16,    .03,   -.01,     .3,    .13,   1.08,    1.4,   26.7,   43.1,
      103,      00,   197601,   2.55,   26.9,   -.08,   2.39,   -.25,   2.22,      0,   1253,   -.17,   -.09,   -.19,    .51,    .01,    .75,    .98,   17.3,   36.5,
      103,      00,   197602,    2.6,   41.1,   -.31,   1.91,    -.7,   1.39,      1,    731,    .06,   -.22,   -.15,    .12,    .02,    .49,   1.02,   29.5,   52.8,
      103,      00,   197603,    4.3,   47.9,    -.3,   1.69,   -.08,   1.09,      9,    590,    .44,    .32,    .06,   -.05,    .23,    .06,    .99,   36.3,   59.5,
      103,      00,   197604,    2.2,   54.5,  -1.12,    .66,  -2.55,   -.98,      4,    357,  -1.64,   -.61,   -.52,   -.59,    .12,   -.28,    .71,   41.2,   67.7,
      103,      00,   197605,   3.74,   59.2,  -1.01,    .59,   -.02,   -.97,     30,    238,   -.36,  -1.19,    -.7,    -.7,   -.35,   -.34,    .34,   46.9,   71.4,
      103,      00,   197606,   4.43,   70.5,   -.68,    .75,    .67,   -.49,    179,     19,    .18,   -.23,   -.84,   -.64,    -.6,   -.29,    .28,   59.2,   81.8,
      103,      00,   197607,   3.85,   74.1,   -.53,    .76,    .25,   -.35,    267,      4,   -.15,   -.04,    -.3,   -.57,   -.64,   -.12,    .53,   62.4,   85.8,
      103,      00,   197608,   2.45,     71,   -.84,   -.84,  -1.09,   -.84,    180,     24,  -1.35,  -1.11,   -.67,   -.97,   -.93,   -.61,    .12,   58.6,   83.3,
      103,      00,   197609,    2.9,   64.4,   -.84,   -.84,   -.26,   -.84,     61,    112,   -.41,  -1.13,  -1.03,  -1.27,  -1.09,   -.97,      0,   51.6,   77.2,
      103,      00,   197610,   4.09,   49.4,    .81,    .81,   2.44,    .81,      1,    512,     .9,    .31,   -.29,   -.46,    -.7,   -.74,    .35,     38,   60.8,
      103,      00,   197611,    .89,   35.6,   -.47,   -.47,  -1.42,   -.47,      0,    917,  -2.01,   -.58,   -.71,   -.91,  -1.14,  -1.14,   -.05,   24.4,   46.8,
      103,      00,   197612,   1.18,   28.1,  -1.07,  -1.07,  -1.94,  -1.07,      0,   1223,  -1.84,  -2.66,  -1.34,   -1.5,  -1.62,  -1.58,   -.37,   16.8,   39.4,
      103,      00,   197701,   1.63,   14.7,  -1.44,  -1.44,  -1.44,  -1.44,      0,   1618,  -1.11,  -2.22,   -2.6,  -1.77,  -1.52,  -1.65,   -.65,    5.2,   24.2,
      103,      00,   197702,   1.57,   31.5,  -1.81,  -1.81,  -1.53,  -1.81,      0,    996,  -1.17,  -1.77,  -2.77,  -1.86,  -1.72,  -1.83,   -.99,   20.5,   42.5,
      103,      00,   197703,   4.94,   47.4,   -1.3,   -1.3,    .95,   -.77,      7,    595,    .88,    .09,   -.59,  -1.47,  -1.59,  -1.68,   -1.1,     36,   58.9,
      103,      00,   197704,   3.69,   57.6,   -1.5,   -1.5,     -1,  -1.38,     15,    277,   -.08,    .52,    .02,   -1.9,  -1.69,  -1.44,  -1.09,   44.9,   70.2,
      103,      00,   197705,   2.79,   67.7,  -2.27,  -2.27,  -2.78,  -2.27,    147,     77,  -1.11,   -.88,   -.23,  -1.55,  -1.64,   -1.6,  -1.23,   55.1,   80.4,
      103,      00,   197706,   4.64,   70.9,    .21,  -1.83,    .62,  -1.49,    170,     33,    .35,   -.58,   -.54,   -.79,  -1.36,  -1.53,  -1.19,   59.3,   82.5,
      103,      00,   197707,   3.72,   77.4,   -.29,  -1.93,   -.86,   -1.9,    364,      0,   -.28,    .01,   -.63,   -.51,  -1.61,  -1.53,  -1.12,   66.2,   88.7,
      103,      00,   197708,   5.78,   73.5,    1.1,   -.63,    3.3,    .99,    239,     14,   2.07,   1.35,   1.13,     .4,    -.8,  -1.01,  -1.04,   63.1,     84,
      103,      00,   197709,   5.13,   68.8,    1.8,    1.8,   2.44,    1.8,    129,     51,   1.32,   2.06,   1.66,    .61,    .14,   -.58,     -1,   58.5,   79.1,
      103,      00,   197710,   3.93,   52.9,   2.49,   2.49,   2.63,   2.49,      4,    410,     .8,   1.38,   2.16,    .99,    .76,   -.62,   -.94,   41.7,   64.1,
      103,      00,   197711,   3.82,     45,   2.93,   2.93,   2.08,   2.93,      0,    639,    .57,    .92,   1.36,   1.76,   1.14,    .02,   -.75,   36.8,   53.3,
      103,      00,   197712,   3.15,   30.4,   2.89,   2.89,    .78,   2.89,      0,   1131,    .08,    .42,    .72,   1.62,    .83,    .49,    -.8,   21.5,   39.4,
      103,      00,   197801,   3.37,   19.9,   2.86,   2.86,    .81,   2.86,      0,   1438,    .42,    .29,    .46,   1.68,    .97,    .81,   -.61,   11.5,   28.2,
      103,      00,   197802,    .91,   20.3,   -.84,   1.73,  -2.51,    .62,      0,   1301,  -2.39,   -.83,   -.68,    .56,      1,    .67,   -.87,   10.7,     30,
      103,      00,   197803,   3.52,   37.3,    -.7,    1.6,    .15,    .55,      0,    918,   -.15,  -1.29,   -.77,   -.03,    .82,    .35,   -.93,   27.6,     47,
      103,      00,   197804,   3.57,   54.3,   -.81,   1.25,   -.56,   -.02,      6,    385,   -.18,   -.27,  -1.14,   -.44,    .84,    .33,   -.76,   42.6,     66,
      103,      00,   197805,   4.93,   61.4,   -.37,   1.48,   1.09,    .62,     50,    193,    .47,    .18,    .01,   -.46,    .41,    .78,   -.61,   50.7,     72,
      103,      00,   197806,   3.38,   71.7,   -.66,      1,   -.98,    -.2,    196,     19,   -.72,   -.16,   -.24,   -.67,   -.24,    .49,   -.75,   60.1,   83.4,
